ID,Annotation,Gene_name,Genome_ACC,ORF,Start,Stop,Strand
cg2962,putative enzyme involved in biosynthesis of extracellular polysaccharides,0,BX927147,cg2962,2816737.0,2817030.0,-
cg2963,ATPase subunit of the ATP-dependent ClpC-ClpP1/ClpP2 protease,clpC,BX927147,cg2963,2817471.0,2820248.0,-
cg2964,Inosine-5-monophosphate dehydrogenase no. 1 (EC:1.1.1.205),guaB1,BX927147,cg2964,2820537.0,2821970.0,+
cg2965,"putative transcriptional regulator,  AraC-type",0,BX927147,cg2965,2822077.0,2823090.0,+
cg2966,putative phenol 2-monooxygenase (EC:1.14.13.7),0,BX927147,cg2966,2823243.0,2825126.0,+
cg2968,"hypothetical protein, conserved",0,BX927147,cg2968,2825325.0,2827043.0,+
cg2969,"putative protein, similar to acyl-CoA synthetase AMP-forming/AMP-acid ligase",0,BX927147,cg2969,2827077.0,2829020.0,+
cg2970,"hypothetical protein, conserved",0,BX927147,cg2970,2829103.0,2830827.0,+
cg2971,lincomycin resistance protein,lmrB,BX927147,cg2971,2830918.0,2832363.0,-
cg2973,"hypothetical protein, conserved",0,BX927147,cg2973,2832500.0,2833453.0,-
cg2974,lysyl-tRNA synthetase,lysS,BX927147,cg2974,2833810.0,2835390.0,-
cg2975,"pantoate-?-alanine ligase, conserved",panC2,BX927147,cg2975,2835437.0,2836237.0,-
cg2976,"hypothetical protein, conserved",0,BX927147,cg2976,2836234.0,2836929.0,-
cg2977,putative membrane protein,0,BX927147,cg2977,2836929.0,2837678.0,-
cg2978,putative membrane protein,0,BX927147,cg2978,2837689.0,2838165.0,-
cg2979,"7, 8-dihydro-6-hydroxymethylpterin-pyrophosphokinase, 2-Amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase (EC:2.7.6.3)",folK,BX927147,cg2979,2838172.0,2838651.0,-
cg2981,dihydroneopterin aldolase (EC:4.1.2.25),folX,BX927147,cg2981,2838651.0,2839043.0,-
cg2982,dihydropteroate synthase (EC:2.5.1.15),folP1,BX927147,cg2982,2839036.0,2839890.0,-
cg2983,GTP cyclohydrolase I (EC:3.5.4.16),folE,BX927147,cg2983,2839891.0,2840496.0,-
cg2984,cell-division protein ATP-dependent Zn metallopeptidase (EC:3.4.24.-),ftsH,BX927147,cg2984,2840474.0,2843035.0,-
cg2985,hypoxanthine-guanine phosphoribosyltransferase (EC:2.4.2.8),hpt,BX927147,cg2985,2843168.0,2843770.0,-
cg2986,"ATPase of the PP-loop superfamily implicated in cell cycle control, conserved",mesJ,BX927147,cg2986,2843804.0,2844748.0,-
cg2987,"Serine-type D-Ala-D-Ala carboxypeptidase (EC:3.4.16.4), penicillin-binding protein?",pbp4b (dacB),BX927147,cg2987,2844750.0,2846033.0,-
cg2988,inorganic pyrophosphatase (EC:3.6.1.1),ppa,BX927147,cg2988,2846234.0,2846710.0,+
cg2990,"spermidine synthase, with a transmembrane domain (EC:2.5.1.16)",speE,BX927147,cg2990,2847210.0,2848751.0,-
cg2991,putative membrane protein,0,BX927147,cg2991,2848739.0,2849164.0,-
cg2992,putative secreted protein,0,BX927147,cg2992,2849175.0,2849588.0,-
cg2993,"hypothetical protein, conserved",0,BX927147,cg2993,2849585.0,2850085.0,-
cg2994,putative secreted or membrane protein,0,BX927147,cg2994,2850082.0,2850693.0,-
cg2995,"PTS system enzyme II-fragment, putative pseudogene",ptsX,BX927147,cg2995,2850900.0,2851166.0,-
cg2996,"PTS system enzyme IIC-fragment, putative pseudogene",ptsX,BX927147,cg2996,2850760.0,2851011.0,-
cg2999,putative ferredoxin reductase (EC:1.18.1.3),0,BX927147,cg2999,2851783.0,2853018.0,-
cg3000,putative rhodanese-related sulfurtransferase,0,BX927147,cg3000,2853273.0,2853563.0,+
cg3001,"putative transcriptional regulator, MarR-family",0,BX927147,cg3001,2853852.0,2854298.0,+
cg3003,non-ribosomal peptide synthetase,cps,BX927147,cg3003,2854306.0,2858193.0,+
cg3004,succinic semialdehyde dehydrogenase,gabD1,BX927147,cg3004,2858240.0,2859805.0,-
cg3007,polyphosphate kinase,ppk2B,BX927147,cg3007,2860221.0,2861120.0,-
cg3008,main cell wall channel protein,porA,BX927147,cg3008,2861249.0,2861386.0,-
cg3009,main cell wall channel protein,porH,BX927147,cg3009,2861470.0,2861643.0,-
cg3011,chaperone GroEL,groEL (groEL2),BX927147,cg3011,2862202.0,2863848.0,-
cg3012,putative membrane protein,0,BX927147,cg3012,2864056.0,2864238.0,-
cg3013,hypothetical protein,0,BX927147,cg3013,2864235.0,2865446.0,-
cg3014,hypothetical protein,0,BX927147,cg3014,2865443.0,2866408.0,-
cg3015,hypothetical protein,0,BX927147,cg3015,2866405.0,2868369.0,-
cg3016,hypothetical protein,0,BX927147,cg3016,2868377.0,2870833.0,-
cg3017,putative membrane protein,0,BX927147,cg3017,2870833.0,2873634.0,-
cg3018,hypothetical protein,0,BX927147,cg3018,2873635.0,2877228.0,-
cg3019,putative secreted protein,0,BX927147,cg3019,2877269.0,2879950.0,-
cg3020,putative membrane protein,0,BX927147,cg3020,2879944.0,2880558.0,-
cg3021,putative thiol precursor dipeptidase M20/M25/M40-family,tpdA,BX927147,cg3021,2880823.0,2882196.0,+
cg3022,"putative acetyl-CoA acetyltransferase, conserved",0,BX927147,cg3022,2882539.0,2883099.0,+
cg3024,subunit 1 of Na+K+/H+ antiporter Mrp2,mrpA2 (mrpA),BX927147,cg3024,2883480.0,2886539.0,+
cg3025,subunit 2 of Na+K+/H+ antiporter Mrp2,mrpC2 (mrpC),BX927147,cg3025,2886543.0,2887034.0,+
cg3026,subunit 3 of Na+K+/H+ antiporter Mrp2,mrpD2 (mrpD),BX927147,cg3026,2887027.0,2888727.0,+
cg3027,subunit 4 of Na+K+/H+ antiporter Mrp2,mrpE2 (mrpE),BX927147,cg3027,2888724.0,2889233.0,+
cg3028,subunit 5 of Na+K+/H+ antiporter Mrp2,mrpF2 (mrpF),BX927147,cg3028,2889237.0,2889512.0,+
cg3029,subunit 6 of Na+K+/H+ antiporter Mrp2,mrpG2 (mrpG),BX927147,cg3029,2889513.0,2889893.0,+
cg3030,putative hydrolase or acyltransferase ?/? hydrolase superfamily,0,BX927147,cg3030,2890329.0,2890928.0,-
cg3031,"hypothetical protein, conserved",0,BX927147,cg3031,2890935.0,2892065.0,-
cg3032,putative secreted protein,0,BX927147,cg3032,2892124.0,2892717.0,-
cg3033,"hypothetical protein, conserved",0,BX927147,cg3033,2892795.0,2893007.0,-
cg3034,peptide deformylase 1 (EC:3.5.1.31),def1 (def ),BX927147,cg3034,2893023.0,2893604.0,+
cg3035,"Corynebacterineae-type N-acetylglutamate synthase, catalyzes first step of arginine biosynthesis",nagS?,BX927147,cg3035,2893594.0,2894601.0,+
cg3036,exodeoxyribonuclease III (EC:3.1.11.2),xthA,BX927147,cg3036,2894628.0,2895419.0,+
cg3037,cardiolipin synthetase (EC:2.7.8.-),cls,BX927147,cg3037,2895426.0,2896928.0,+
cg3038,putative multidrug efflux of the major facilitator superfamily,0,BX927147,cg3038,2897259.0,2898455.0,-
cg3039,"putative Na+/phosphate symporter, PNaS-family",0,BX927147,cg3039,2898705.0,2900015.0,+
cg3040,"putative epimerase, PhzC/PhzF homolog",0,BX927147,cg3040,2900012.0,2900854.0,-
cg3041,"putative ABC-type multidrug transport system, permease component",0,BX927147,cg3041,2900856.0,2901614.0,-
cg3042,"putative ABC-type multidrug transport system, ATPase component",0,BX927147,cg3042,2901607.0,2902539.0,-
cg3043,putative NTP pyrophosphohydrolase/oxidative damage repair enzyme,0,BX927147,cg3043,2902561.0,2903055.0,-
cg3044,glutamine uptake or metabolism,glnX,BX927147,cg3044,2903142.0,2904647.0,+
cg3045,glutamine uptake or metabolism,glnH,BX927147,cg3045,2904648.0,2905682.0,+
cg3046,serine/threonine protein kinase,pknG,BX927147,cg3046,2905672.0,2908140.0,+
cg3047,acetate kinase (EC:2.7.2.1),ack,BX927147,cg3047,2908620.0,2909813.0,-
cg3048,"phosphotransacetylase, phosphate acetyltransferase (EC:2.3.1.8)",pta,BX927147,cg3048,2909813.0,2911198.0,-
cg3049,putative ferredoxin/ferredoxin-NADP reductase (EC:1.18.1.2),fprA (fpr1),BX927147,cg3049,2911711.0,2913078.0,+
cg3050,putative acyltransferase,0,BX927147,cg3050,2913213.0,2913761.0,+
cg3051,putative secreted protein,0,BX927147,cg3051,2913750.0,2914760.0,-
cg3052,putative secreted protein,0,BX927147,cg3052,2914775.0,2915806.0,-
cg3053,putative permease of the major facilitator superfamily,0,BX927147,cg3053,2915912.0,2916313.0,-
cg3054,5-phosphoribosylglycinamide transformylase,purT,BX927147,cg3054,2916315.0,2917541.0,-
cg3057,putative secreted protein,0,BX927147,cg3057,2918942.0,2919709.0,-
cg3058,transposase fragment,tnp8b,BX927147,cg3058,2920001.0,2920897.0,-
cg3059,transposase fragment,tnp8a,BX927147,cg3059,2920923.0,2921192.0,-
cg3060,two component sensor kinase,cgtS6,BX927147,cg3060,2921352.0,2922494.0,-
cg3061,two component response regulator,cgtR6,BX927147,cg3061,2922568.0,2923188.0,-
cg3063,"adenylosuccinate synthetase (EC:6.3.4.4), together with purB essential for AMP synthesis ",purA,BX927147,cg3063,2923737.0,2925029.0,-
cg3065,"hypothetical protein, conserved",0,BX927147,cg3065,2925149.0,2926000.0,+
cg3066,putative membrane protein,0,BX927147,cg3066,2926015.0,2926281.0,+
cg3067,putative membrane protein,0,BX927147,cg3067,2926278.0,2927447.0,-
cg3068,fructose-bisphosphate aldolase (EC:4.1.2.13),fda,BX927147,cg3068,2927544.0,2928578.0,-
cg3069,"hypothetical protein, conserved",0,BX927147,cg3069,2928826.0,2930043.0,-
cg3070,"putative protein, SpoU rRNA methylase-family ",0,BX927147,cg3070,2930133.0,2930801.0,-
cg3071,orotate phosphoribosyltransferase (EC:2.4.2.10),pyrE,BX927147,cg3071,2930788.0,2931342.0,-
cg3072,putative secreted or membrane protein,0,BX927147,cg3072,2931442.0,2932782.0,-
cg3073,putative thiosulfate sulfurtransferase protein (EC:2.8.1.1),sseA1,BX927147,cg3073,2932823.0,2933647.0,-
cg3074,"putative transcriptional regulator, conserved",0,BX927147,cg3074,2933771.0,2934493.0,-
cg3075,multidrug resistance protein,cmr,BX927147,cg3075,2934648.0,2936027.0,+
cg3077,putative membrane protein,0,BX927147,cg3077,2936033.0,2936314.0,-
cg3078,hypothetical protein,0,BX927147,cg3078,2936501.0,2936902.0,-
cg3079,ATP-dependent protease heat shock protein,clpB,BX927147,cg3079,2936909.0,2939467.0,-
cg3080,putative secondary Na+/glutamate symporter,gltS,BX927147,cg3080,2939761.0,2941110.0,-
cg3082,"putative transcriptional regulator, ArsR-family",0,BX927147,cg3082,2941727.0,2942098.0,+
cg3083,"putative Co/Zn/Cd cation transporter, CDF-family",0,BX927147,cg3083,2942095.0,2943117.0,+
cg3084,putative flavoprotein involved in K+ transport,0,BX927147,cg3084,2943140.0,2944312.0,+
cg3085,putative alkanal monooxygenase ? chain,0,BX927147,cg3085,2944323.0,2945366.0,+
cg3086,"putative L,L-cystathionine ?-lyase (EC:2.5.1.48)",0,BX927147,cg3086,2945363.0,2946511.0,-
cg3087,"putative transcriptional regulator, LacI-family, HTH_3-family",0,BX927147,cg3087,2946533.0,2947102.0,-
cg3088,"rifampin ADP-ribosyl transferase N-terminal fragment, putative pseudogene",arr,BX927147,cg3088,2947267.0,2947509.0,+
cg3089,"rifampin ADP-ribosyl transferase C-terminal fragment, putative pseudogene",arr,BX927147,cg3089,2947506.0,2947691.0,+
cg3090,"hypothetical protein, conserved",0,BX927147,cg3090,2947773.0,2948900.0,+
cg3091,"hypothetical protein, conserved",0,BX927147,cg3091,2948860.0,2949669.0,+
cg3092,putative 2-polyprenylphenol hydroxylase or related flavodoxin oxidoreductase,0,BX927147,cg3092,2949926.0,2951083.0,+
cg3093,putative carbon-nitrogen hydrolase,0,BX927147,cg3093,2951150.0,2951950.0,-
cg3094,hypothetical protein,0,BX927147,cg3094,2952043.0,2952288.0,+
cg3095,"hypothetical protein, conserved",0,BX927147,cg3095,2952288.0,2953424.0,+
cg3096,"aldehyde degyhdrogenase, essential for ethanol as sole carbon source",ald (padA),BX927147,cg3096,2953484.0,2955004.0,-
cg3097,"transcriptional regulator involved in heat shock response, MerR-family",hspR,BX927147,cg3097,2955326.0,2955766.0,-
cg3098,"chaperone DnaJ, heat shock protein",dnaJ,BX927147,cg3098,2955798.0,2956985.0,-
cg3099,"molecular chaperone GrpE, heat shock protein",grpE,BX927147,cg3099,2957190.0,2957846.0,-
cg3100,"chaperone Dnak, heat shock protein",dnaK,BX927147,cg3100,2957847.0,2959703.0,-
cg3101,putative permease,0,BX927147,cg3101,2960073.0,2961473.0,+
cg3102,putative nucleosidase,0,BX927147,cg3102,2961517.0,2962077.0,-
cg3103,"hypothetical protein, conserved",0,BX927147,cg3103,2962149.0,2963255.0,-
cg3104,"putative ATPase involved in DNA repair, conserved",0,BX927147,cg3104,2963257.0,2966592.0,-
cg3105,hypothetical protein,0,BX927147,cg3105,2966589.0,2967227.0,-
cg3106,"hypothetical protein, conserved",0,BX927147,cg3106,2967224.0,2968711.0,-
cg3107,Zn-dependent alcohol dehydrogenase (EC:1.1.1.1),adhA,BX927147,cg3107,2969050.0,2970087.0,-
cg3108,putative secreted protein,0,BX927147,cg3108,2970441.0,2970587.0,-
cg3109,putative membrane protein,0,BX927147,cg3109,2970784.0,2970993.0,-
cg3110,"putative protein, slightly similar to aquaporin",0,BX927147,cg3110,2970994.0,2971185.0,+
cg3111,putative secreted protein,0,BX927147,cg3111,2971266.0,2971406.0,-
cg3112,"Sulfate transporter, loss causes sulfide/cysteine auxotrophy ",cysZ,BX927147,cg3112,2971831.0,2972760.0,-
cg3113,"Sirohydrochlorin ferrochelatase (EC:4.99.1.4), loss causes sulfide/cysteine auxotrophy ",cysY,BX927147,cg3113,2972781.0,2973506.0,-
cg3114,"sulfate adenyltransferase subunit 1 (EC:2.7.7.4), loss causes sulfide/cysteine auxotrophy ",cysN,BX927147,cg3114,2973544.0,2974845.0,-
cg3115,"sulfate adenylyltransferase subunit 2 (EC:2.7.7.4), loss causes sulfide/cysteine auxotrophy ",cysD,BX927147,cg3115,2974845.0,2975759.0,-
cg3116,"phosphoadenosine-phosphosulfate reductase (EC:1.8.4.10), loss causes sulfide/cysteine auxotrophy ",cysH,BX927147,cg3116,2975756.0,2976541.0,-
cg3117,"ferredoxin-like protein, involved in electron-transfer, loss causes sulfide/cysteine bradytrophy ",cysX,BX927147,cg3117,2976538.0,2976786.0,-
cg3118,"sulfite reductase hemoprotein, ferredoxin-sulfite reductase (EC:1.8.7.1), loss causes sulfide/cysteine auxotrophy ",cysI,BX927147,cg3118,2976783.0,2978468.0,-
cg3119,"sulfite reductase flavoprotein, Ferredoxin-NADP+ reductase (EC:1.18.1.2)",cysJ (fpr2),BX927147,cg3119,2978851.0,2980224.0,+
cg3120,"hypothetical protein, conserved",0,BX927147,cg3120,2980321.0,2981685.0,+
cg3121,putative membrane protein,0,BX927147,cg3121,2981756.0,2981995.0,-
cg3122,"putative protein, homolog of PhnB E.coli",phnB1,BX927147,cg3122,2982052.0,2982468.0,-
cg3124,"hypothetical protein, conserved",0,BX927147,cg3124,2982548.0,2982916.0,+
cg3125,"citrate uptake transporter, membrane subunit",tctA,BX927147,cg3125,2983013.0,2984545.0,-
cg3126,"citrate uptake transporter, membrane subunit",tctB,BX927147,cg3126,2984545.0,2985111.0,-
cg3127,"citrate uptake transporter, substrate binding protein",tctC,BX927147,cg3127,2985111.0,2986115.0,-
cg3128,"putative ABC-type transport system, ATPase component",0,BX927147,cg3128,2986409.0,2987143.0,-
cg3129,"putative ABC-type transport system, ATPase component",0,BX927147,cg3129,2987140.0,2987862.0,-
cg3130,putative permease of the major facilitator superfamily,0,BX927147,cg3130,2987922.0,2989133.0,+
cg3131,putative acetylornithine deacetylase or related deacylase,0,BX927147,cg3131,2989130.0,2990455.0,-
cg3132,putative membrane protein,0,BX927147,cg3132,2990790.0,2992529.0,+
cg3133,"putative ABC-type putative cobalt/sugar transporter,queuosine-regulated ECF transporter, ATPase component STY3232 of energizing module component STY3233 of energizing module ",0,BX927147,cg3133,2992845.0,2993873.0,-
cg3134,"putative ABC-type putative cobalt/sugar, queuosine-regulated ECF transporter, transmembrane component STY3231 of energizing module",0,BX927147,cg3134,2993864.0,2994508.0,-
cg3135,"putative  ABC-type putative cobalt/sugar, queuosine-regulated ECF transporter, substrate-specific component STY3230",0,BX927147,cg3135,2994511.0,2995299.0,-
cg3136,putative nitroreductase,0,BX927147,cg3136,2995416.0,2996234.0,-
cg3137,inosine-uridine preferring nucleoside hydrolase,iunH1,BX927147,cg3137,2996301.0,2997206.0,-
cg3138,putative membrane-bound protease modulator,ppmA,BX927147,cg3138,2997685.0,2998662.0,+
cg3139,"hypothetical protein, conserved",0,BX927147,cg3139,2998667.0,2998861.0,+
cg3140,putative DNA-3-methyladenine glycosylase I protein (EC:3.2.2.20),tagA1,BX927147,cg3140,2998858.0,2999448.0,+
cg3141,flavohemoprotein,hmp,BX927147,cg3141,2999445.0,3000605.0,-
cg3142,putative membrane protein,0,BX927147,cg3142,3000867.0,3001472.0,+
cg3143,"putative secreted protein, conserved",0,BX927147,cg3143,3001574.0,3002200.0,+
cg3144,"transcriptional antiterminator-fragment, putative pseudo-gene",bglG,BX927147,cg3144,3002187.0,3002777.0,-
cg3145,"BglG in CgR is 93 AA longer (belongs to BglG?), putative pseudo-gene",0,BX927147,cg3145,3002810.0,3003091.0,+
cg3146,"?-glucosidase-fragment,  C-terminal fragment, putative pseudo-gene",bglY,BX927147,cg3146,3003005.0,3003367.0,-
cg3147,"?-glucosidase-fragment, N-terminal fragment, putative pseudo-gene",bglY,BX927147,cg3147,3003404.0,3003646.0,-
cg3148,"putative ABC transporter, ATP-binding protein, putative pseudgene",fepC,BX927147,cg3148,3003626.0,3003844.0,+
cg3149,"aminotransferase, uses alanine, glutamate, 2-aminobutyrate and aspartate, deletion in combination with ?cg2877 Ala auxotrophic",alaT,BX927147,cg3149,3003975.0,3005288.0,+
cg3153,putative membrane protein,0,BX927147,cg3153,3007487.0,3008746.0,+
cg3154,UDP-glucose 6-dehydrogenase (EC:1.1.1.22),udgA2,BX927147,cg3154,3008743.0,3010062.0,-
cg3155,deoxycytidine triphosphate deaminase (EC:3.5.4.13),dcd,BX927147,cg3155,3010148.0,3010717.0,-
cg3156,secreted heme transport-associated protein,htaD,BX927147,cg3156,3011478.0,3012251.0,+
cg3157,putative secreted protein,0,BX927147,cg3157,3012296.0,3013987.0,-
cg3158,?-N-acetylglucosaminidase precursor (EC:3.2.1.30),nagA2,BX927147,cg3158,3014051.0,3015208.0,-
cg3159,putative universal stress protein UspA no. 5 or related nucleotide-binding proteins,0,BX927147,cg3159,3015300.0,3015746.0,+
cg3160,putative secreted protein,0,BX927147,cg3160,3015809.0,3016012.0,+
cg3161,putative membrane protein,0,BX927147,cg3161,3016074.0,3019097.0,+
cg3162,hypothetical protein,0,BX927147,cg3162,3019102.0,3019299.0,+
cg3163,"TMCM mycolyl acetyltransferase, regulates mycolic acid transport",tmaT,BX927147,cg3163,3019425.0,3020495.0,-
cg3164,"membrane protein, plays a critical role in the elongation of the mannan backbone of lipomannan",0,BX927147,cg3164,3020539.0,3021357.0,+
cg3165,membrane protein involved in mycolic acid metabolism,0,BX927147,cg3165,3021364.0,3022788.0,+
cg3166,"putative cytoplasmic glycosyltransferase, involved in corynomycolate transport",0,BX927147,cg3166,3022759.0,3023862.0,-
cg3167,hypothetical protein,0,BX927147,cg3167,3023909.0,3024499.0,+
cg3168,"putative SAM-dependent methyltransferase, involved in Corynomycolate transport",0,BX927147,cg3168,3024500.0,3025273.0,+
cg3169,phosphoenolpyruvate carboxykinase GTP (EC:4.1.1.32),pck,BX927147,cg3169,3025365.0,3027197.0,-
cg3170,putative tellurite resistance protein or related permease,0,BX927147,cg3170,3028065.0,3029078.0,+
cg3172,tRNA guanine-N7--methyltransferase (EC:2.1.1.33),trmB,BX927147,cg3172,3029173.0,3029940.0,+
cg3173,"hypothetical protein, conserved",0,BX927147,cg3173,3029940.0,3030626.0,+
cg3174,"exporter of the MMPL-family,associated with mycolic acid metabolism",mmpL1,BX927147,cg3174,3030634.0,3032952.0,+
cg3175,putative membrane protein,0,BX927147,cg3175,3032957.0,3034042.0,+
cg3176,putative membrane protein,0,BX927147,cg3176,3034039.0,3034404.0,+
cg3177,propionyl-CoA carboxylase ? chain (EC:6.4.1.3) involved in mycolic acid production,pccB (accD4),BX927147,cg3177,3034683.0,3036233.0,-
cg3178,"polyketide synthase, condensase, catalyzes the final step in mycolic acid biosythesis",pks,BX927147,cg3178,3036254.0,3041086.0,-
cg3179,"acyl-CoA synthase (EC:6.2.1.3), involved in mycolic acid production",fadD2,BX927147,cg3179,3041446.0,3043308.0,-
cg3180,"putative secreted protein, lipase-associated function",0,BX927147,cg3180,3043517.0,3044446.0,-
cg3181,putative secreted protein,0,BX927147,cg3181,3044450.0,3044950.0,-
cg3182,"trehalose corynomycolyl transferase (EC:2.3.1.122), cop1, cmt1, and cmt2 can replace each other in the synthesis",cop1,BX927147,cg3182,3044953.0,3046926.0,-
cg3185,"hypothetical protein, conserved",0,BX927147,cg3185,3047383.0,3048756.0,+
cg3186,"trehalose corynomycolyl transferase (EC:2.3.1.122), cop1, cmt1, and cmt2 can replace each other in the synthesis",cmt2,BX927147,cg3186,3048843.0,3049868.0,-
cg3187,arabinofuranosyltransferase,aftB,BX927147,cg3187,3050018.0,3052078.0,-
cg3189,"polyprenyltransferase, involved in decaprenol phosphoarabinose synthesis",ubiA,BX927147,cg3189,3052156.0,3053154.0,-
cg3190,putative membrane-associated phospholipid phosphatase,0,BX927147,cg3190,3053151.0,3053657.0,-
cg3191,putative glycosyltransferase,glfT,BX927147,cg3191,3053647.0,3055647.0,-
cg3192,putative secreted or membrane protein,0,BX927147,cg3192,3055869.0,3057269.0,+
cg3193,putative membrane-associated phospholipid phosphatase,0,BX927147,cg3193,3057238.0,3057717.0,-
cg3194,putative membrane-associated PA-phosphatase related phosphoesterase,0,BX927147,cg3194,3057727.0,3058320.0,-
cg3195,putative flavin-containing monooxygenase FMO,0,BX927147,cg3195,3058567.0,3060357.0,+
cg3196,UDP-galactopyranose mutase (EC:5.4.99.9),glf,BX927147,cg3196,3060404.0,3061609.0,-
cg3197,putative secreted protein,psp5,BX927147,cg3197,3061854.0,3063974.0,+
cg3198,glycerol kinase (EC:2.7.1.30),glpK,BX927147,cg3198,3064064.0,3065593.0,-
cg3199,putative hydrolase of the HAD superfamily,0,BX927147,cg3199,3065646.0,3066482.0,-
cg3200,putative acyltransferase-family protein,0,BX927147,cg3200,3066479.0,3067366.0,-
cg3201,seryl-tRNA synthetase (EC:6.1.1.11),serS,BX927147,cg3201,3067382.0,3068650.0,-
cg3202,"transcriptional regulator involved in amino acid biosynthesis, GntR-family",farR,BX927147,cg3202,3068797.0,3069597.0,+
cg3203,"hypothetical protein, conserved",0,BX927147,cg3203,3069633.0,3070733.0,+
cg3204,"hypothetical protein, conserved",0,BX927147,cg3204,3070730.0,3071074.0,+
cg3205,hypothetical protein,0,BX927147,cg3205,3071084.0,3071185.0,-
cg3206,putative phosphoglycerate mutase-family protein,0,BX927147,cg3206,3071208.0,3071879.0,-
cg3207,"prephenate dehydratase (EC:4.2.1.51), essential ",pheA,BX927147,cg3207,3071882.0,3072829.0,-
cg3208,putative Asp-tRNAAsn/Glu-tRNAGln amidotransferase A subunit or related amidase (EC:3.5.1.4),0,BX927147,cg3208,3072869.0,3074008.0,+
cg3209,putative metal-dependent membrane protease,0,BX927147,cg3209,3074005.0,3074736.0,+
cg3210,"similar to cg0847, might be involved in cell wall biogenesis",lcpB,BX927147,cg3210,3074834.0,3076078.0,+
cg3211,putative secreted protein,0,BX927147,cg3211,3076201.0,3077073.0,+
cg3212,putative carboxymuconolactone decarboxylase subunit,0,BX927147,cg3212,3077233.0,3077562.0,+
cg3213,putative secreted protein,0,BX927147,cg3213,3077743.0,3079029.0,+
cg3214,"hypothetical protein, conserved",0,BX927147,cg3214,3079357.0,3080271.0,-
cg3215,putative glycerophosphoryl diester phosphodiesterase 1 (EC:3.1.4.46),glpQ1,BX927147,cg3215,3080255.0,3081016.0,-
cg3216,"gluconate permease, gluconate:H+ symporter GntP-family",gntP,BX927147,cg3216,3081438.0,3082829.0,+
cg3218,"putative protein, pyruvate kinase-like",0,BX927147,cg3218,3083768.0,3085627.0,-
cg3219,NAD-dependent L-lactate dehydrogenase,ldhA (ldh),BX927147,cg3219,3085753.0,3086697.0,-
cg3220,putative membrane protein,0,BX927147,cg3220,3086926.0,3088704.0,+
cg3221,putative hydrolase of the HAD superfamily,0,BX927147,cg3221,3088714.0,3089352.0,+
cg3223,"putative NADPH-dependent FMN reductase, conserved",0,BX927147,cg3223,3089386.0,3089931.0,+
cg3224,"repressor of the cg3226-lldD lactate operon, GntR-family",lldR,BX927147,cg3224,3089953.0,3090642.0,+
cg3225,putative serine/threonine-specific protein phosphatase,0,BX927147,cg3225,3090643.0,3091431.0,+
cg3226,"L-lactate permease, operon with lldD, MFS-type",0,BX927147,cg3226,3091591.0,3092892.0,+
cg3227,menaquinone-dependent L-lactate dehydrogenase operon with cg3226,lldD,BX927147,cg3227,3092927.0,3094189.0,+
cg3228,hypothetical protein,0,BX927147,cg3228,3094387.0,3094623.0,+
cg3229,hypothetical protein,0,BX927147,cg3229,3094670.0,3094822.0,+
cg3230,"putative transcriptional regulator, HTH_3-family",0,BX927147,cg3230,3094905.0,3095219.0,+
cg3231,hypothetical protein,0,BX927147,cg3231,3095296.0,3095436.0,-
cg3232,"putative secreted phosphohydrolase, ICC-family",0,BX927147,cg3232,3095860.0,3097479.0,-
cg3233,hypothetical protein,0,BX927147,cg3233,3097645.0,3098193.0,-
cg3234,putative metal-dependent amidase/aminoacylase/carboxypeptidase,0,BX927147,cg3234,3098201.0,3098605.0,-
cg3235,,,BX927147,cg3235,,,-
cg3236,peptide methionine sulfoxide reductase (EC:1.8.4.11),msrA,BX927147,cg3236,3098799.0,3099452.0,-
cg3237,manganese superoxide dismutase (EC:1.15.1.1),sodA (sod),BX927147,cg3237,3099699.0,3100301.0,+
cg3238,hypothetical protein,0,BX927147,cg3238,3100577.0,3100693.0,-
cg3239,"putative transcriptional regulator, LysR-family",lysR2,BX927147,cg3239,3100798.0,3101724.0,-
cg3240,putative permease of the major facilitator superfamily,0,BX927147,cg3240,3101811.0,3103049.0,+
cg3242,putative membrane protein,0,BX927147,cg3242,3103092.0,3104705.0,+
cg3243,"putative RecB-family nuclease, conserved",0,BX927147,cg3243,3104812.0,3106335.0,-
cg3244,"hypothetical protein, conserved",0,BX927147,cg3244,3106422.0,3107057.0,+
cg3245,putative permease of the major facilitator superfamily,0,BX927147,cg3245,3107082.0,3108548.0,-
cg3246,"putative transcriptional regulator, MarR-family",0,BX927147,cg3246,3108604.0,3109062.0,+
cg3247,"two component  response regulator, control of heme homeostasis",hrrA (cgtR11),BX927147,cg3247,3109160.0,3109798.0,-
cg3248,"two component sensor kinase, control of heme homeostasis ",hrrS (cgtS11),BX927147,cg3248,3109897.0,3111231.0,-
cg3249,putative secreted protein,0,BX927147,cg3249,3111230.0,3111781.0,+
cg3250,putative membrane protein,0,BX927147,cg3250,3111785.0,3111937.0,-
cg3251,putative sortase surface protein transpeptidase,0,BX927147,cg3251,3111938.0,3112762.0,-
cg3252,putative inner membrane protein translocase component YidC,0,BX927147,cg3252,3112994.0,3114262.0,+
cg3253,"TetR-type transcriptional regulator of sulfur metabolism and methionine biosynthesis, TetR-family",mcbR,BX927147,cg3253,3114189.0,3114830.0,-
