locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
cg2768,cg2768,BX927147.1,,2633088.0,2634002.0,-,L-aminopeptidase/D-esterase,Amino acid transport and metabolism,,Op1637
cg2770,cg2770,BX927147.1,,2634002.0,2634541.0,-,conserved hypothetical protein,Function unknown,,Op1637
cg2772,cg2772,BX927147.1,,2634554.0,2634928.0,-,conserved hypothetical protein,Function unknown,,Op1637
cg2773,cg2773,BX927147.1,,2635186.0,2635737.0,+,Uncharacterized protein with SCP/PR1 domain,Function unknown,,Op1638
cg2774,cg2774,BX927147.1,,2635734.0,2637074.0,+,Nicotinic acid phosphoribosyltransferase,Coenzyme transport and metabolism,,Op1638
cg2775,cg2775,BX927147.1,,2637361.0,2637669.0,+,hypothetical protein,No COG annotation,,Op1639
cg2776,dinG,BX927147.1,,2637654.0,2639531.0,+,PROBABLE ATP-DEPENDENT DNA HELICASE-RELATED PROTEIN,"Replication, recombination and repair",,Op1640
cg2777,cg2777,BX927147.1,,2639541.0,2640434.0,-,putative membrane protein,No COG annotation,,Op1641
cg2778,cg2778,BX927147.1,,2640510.0,2641133.0,-,conserved hypothetical protein,Function unknown,,Op1642
cg2779,serB,BX927147.1,,2641228.0,2642568.0,-,Phosphoserine Phosphatase,Amino acid transport and metabolism,,Op1643
cg2780,ctaD,BX927147.1,,2642734.0,2644488.0,-,PROBABLE CYTOCHROME C OXIDASE POLYPEPTIDE SUBUNIT,Energy production and conversion,,Op1643
cg2781,nrdF,BX927147.1,,2645009.0,2646013.0,-,RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE 2 BETA CHAIN,Nucleotide transport and metabolism,,Op1643
cg2782,ftn,BX927147.1,,2646478.0,2646966.0,+,Ferritin-like protein,Inorganic ion transport and metabolism,,Op1644
cg2783,cg2783,BX927147.1,,2647165.0,2647917.0,+,Bacterial regulatory proteins%2C gntR family,Transcription,,Op1645
cg2784,cg2784,BX927147.1,,2647914.0,2648576.0,-,metal-dependent transcriptional regulator,Transcription,,Op1646
cg2785,cg2785,BX927147.1,,2648589.0,2648867.0,-,putative membrane protein,Inorganic ion transport and metabolism,,Op1646
cg2786,nrdE,BX927147.1,,2649149.0,2651296.0,-,RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE ALPHA CHAIN,Nucleotide transport and metabolism,,Op1647
cg2787,nrdI,BX927147.1,,2651355.0,2651801.0,-,Protein involved in ribonucleotide reduction,Nucleotide transport and metabolism,,Op1647
cg2789,nrdH,BX927147.1,,2652090.0,2652323.0,-,PUTATIVE GLUTAREDOXIN NRDH,"Post-translational modification, protein turnover, and chaperones",,Op1647
cg2791,cg2791,BX927147.1,,2652894.0,2653016.0,-,Ribosomal protein L36,"Translation, ribosomal structure and biogenesis",,Op1648
cg2792,nadE,BX927147.1,,2653220.0,2654053.0,+,NAD-SYNTHETASE,Coenzyme transport and metabolism,,Op1649
cg2793,cg2793,BX927147.1,,2654050.0,2654799.0,-,conserved hypothetical protein,Carbohydrate transport and metabolism,,Op1650
cg2794,cg2794,BX927147.1,,2654802.0,2655215.0,-,conserved hypothetical protein,Function unknown,,Op1650
cg2795,cg2795,BX927147.1,,2655298.0,2656320.0,-,NADPH quinone reductase or related Zn-dependent oxidoreductase,Energy production and conversion,,Op1651
cg2796,cg2796,BX927147.1,,2656593.0,2657966.0,+,MMGE/PRPD FAMILY PROTEIN,Function unknown,,Op1652
cg2797,cg2797,BX927147.1,,2657989.0,2658825.0,+,conserved hypothetical protein,Function unknown,,Op1652
cg2799,pknE,BX927147.1,,2659120.0,2659845.0,-,putative secreted protein,"Post-translational modification, protein turnover, and chaperones",,Op1653
cg2800,pgm,BX927147.1,,2660060.0,2661724.0,-,PHOSPHOGLUCOMUTASE,Carbohydrate transport and metabolism,,Op1654
cg2801,crcB',BX927147.1,,2661824.0,2662114.0,+,membrane protein similar to CrcB involved in chromosome folding (N-terminal fragment),"Cell cycle control, cell division, chromosome partitioning",,Op1655
cg2802,'crcB,BX927147.1,,2662111.0,2662437.0,+,membrane protein similar to CrcB involved into chromosome folding (C-terminal fragment),"Cell cycle control, cell division, chromosome partitioning",,Op1655
cg2803,cg2803,BX927147.1,,2662447.0,2663241.0,+,conserved hypothetical protein,Function unknown,,Op1655
cg2804,tnp21a(ISCg21a),BX927147.1,,2663363.0,2664730.0,+,transposase,"Replication, recombination and repair",,Op1656
cg2805,psp4,BX927147.1,,2664973.0,2666595.0,+,Putative secreted protein,Cell wall/membrane/envelope biogenesis,,Op1657
cg2806,cg2806,BX927147.1,,2666600.0,2666956.0,+,putative membrane protein,No COG annotation,,Op1658
cg2807,tnp11a(ISCg11a),BX927147.1,,2666991.0,2667440.0,-,transposase-fragment,"Replication, recombination and repair",,Op1659
cg2809,cg2809,BX927147.1,,2669054.0,2669770.0,-,putative membrane protein,Function unknown,,Op1660
cg2810,cg2810,BX927147.1,,2669865.0,2671262.0,-,Na+/H+-dicarboxylate symporter family,"Intracellular trafficking, secretion, and vesicular transport",,Op1661
cg2811,cg2811,BX927147.1,,2671597.0,2674158.0,-,ABC-type transport system%2C involved in lipoprotein release%2C permease component,Defense mechanisms,,Op1662
cg2812,cg2812,BX927147.1,,2674158.0,2675012.0,-,ABC-type transport system%2C involved in lipoprotein release%2C ATPase component,Defense mechanisms,,Op1662
cg2822,cg2822,BX927147.1,,2681551.0,2682231.0,+,Sugar phosphate isomerase/epimerase,Carbohydrate transport and metabolism,,Op1663
cg2823,cg2823,BX927147.1,,2682310.0,2682984.0,+,Predicted dehydrogenase or related protein,Function unknown,,Op1663
cg2824,cg2824,BX927147.1,,2683523.0,2684050.0,+,SAM-dependent methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",,Op1664
cg2828,cg2828,BX927147.1,,2689661.0,2689858.0,-,putative membrane protein,No COG annotation,,Op1665
cg2829,murA2,BX927147.1,,2690104.0,2691369.0,-,UDP-N-ACETYLGLUCOSAMINE 1-CARBOXYVINYLTRANSFERASE,Cell wall/membrane/envelope biogenesis,,Op1666
cg2830,pduO,BX927147.1,,2691421.0,2691993.0,+,ADENOSYLCOBALAMIN-DEPENDENT DIOL DEHYDRATASE GAMMA,Function unknown,,Op1667
cg2831,cg2831,BX927147.1,,2692053.0,2692898.0,-,Bacterial regulatory protein%2C LuxR family,Transcription,,Op1668
cg2833,cysK,BX927147.1,,2693596.0,2694531.0,+,O-Acetylserine (Thiol)-Lyase,Amino acid transport and metabolism,,Op1669
cg2834,cysE,BX927147.1,,2694717.0,2695283.0,+,Serine O-Acetyltransferase,Amino acid transport and metabolism,,Op1669
cg2835,cg2835,BX927147.1,,2695438.0,2695728.0,-,Predicted acetyltransferase,Function unknown,,Op1670
cg2836,sucD,BX927147.1,,2696146.0,2697030.0,-,SUCCINYL-COA SYNTHETASE ALPHA SUBUNIT,Energy production and conversion,,Op1671
cg2837,sucC,BX927147.1,,2697052.0,2698260.0,-,SUCCINYL-COA SYNTHETASE BETA SUBUNIT,Nucleotide transport and metabolism,,Op1671
cg2838,cg2838,BX927147.1,,2699067.0,2699867.0,-,Predicted dithiol-disulfide isomerase,"Secondary metabolites biosynthesis, transport, and catabolism",,Op1672
cg2839,cg2839,BX927147.1,,2699875.0,2700696.0,-,conserved hypothetical protein,Lipid transport and metabolism,,Op1673
cg2840,actA,BX927147.1,,2701046.0,2702554.0,-,BUTYRYL-COA:ACETATE COENZYME A TRANSFERASE,Energy production and conversion,,Op1674
cg2841,cg2841,BX927147.1,,2703047.0,2704192.0,+,Predicted TIM-barrel enzyme%2C possibly dehydrogenase%2C nifR3 family,"Translation, ribosomal structure and biogenesis",,Op1675
cg2842,phoU,BX927147.1,,2704307.0,2705041.0,+,Putative phosphate uptake regulator,Inorganic ion transport and metabolism,,Op1676
cg2843,pstB,BX927147.1,,2705123.0,2705896.0,-,ABC-type phosphate transport system%2C ATPase component,Inorganic ion transport and metabolism,,Op1677
cg2844,pstA,BX927147.1,,2705932.0,2706855.0,-,ABC-type phosphate transport system%2C permease component,Inorganic ion transport and metabolism,,Op1677
cg2845,pstC,BX927147.1,,2706870.0,2707937.0,-,ABC-type phosphate transport system%2C permease component,Inorganic ion transport and metabolism,,Op1677
cg2846,pstS,BX927147.1,,2708082.0,2709209.0,-,ABC-type phosphate transport system%2C secreted component,Inorganic ion transport and metabolism,,Op1677
cg2847,cg2847,BX927147.1,,2709504.0,2710382.0,-,GCN5-related N-acetyltransferase,Transcription,,Op1678
cg2848,cg2848,BX927147.1,,2710442.0,2711227.0,+,putative secreted protein,Function unknown,,Op1679
cg2849,cg2849,BX927147.1,,2711224.0,2712342.0,-,Predicted kinase related to diacylglycerol kinase,Lipid transport and metabolism,,Op1680
cg2850,cg2850,BX927147.1,,2712341.0,2713030.0,+,conserved hypothetical protein,Function unknown,,Op1681
cg2851,cg2851,BX927147.1,,2713304.0,2714209.0,-,Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase,Amino acid transport and metabolism,,Op1682
cg2852,cg2852,BX927147.1,,2714355.0,2715458.0,+,PUTATIVE AMINOMETHYLTRANSFERASE%2C GCVT HOMOLOG,Function unknown,,Op1683
cg2853,cg2853,BX927147.1,,2715680.0,2715895.0,+,conserved hypothetical protein-fragment,Function unknown,,Op1684
cg2856,purM,BX927147.1,,2718186.0,2719262.0,-,PHOSPHORIBOSYL AMINOIMIDAZOLE SYNTHETASE,Nucleotide transport and metabolism,,Op1685
cg2857,purF,BX927147.1,,2719388.0,2720872.0,-,AMIDOPHOSPHORIBOSYLTRANSFERASE,Nucleotide transport and metabolism,,Op1685
cg2859,cg2859,BX927147.1,,2720988.0,2721365.0,-,conserved hypothetical protein,Lipid transport and metabolism,,Op1686
cg2860,cg2860,BX927147.1,,2721403.0,2722422.0,+,PUTATIVE ACYL-COA THIOESTER HYDROLASE PROTEIN,Lipid transport and metabolism,,Op1687
cg2861,cg2861,BX927147.1,,2722467.0,2723231.0,-,membrane protein%2C hemolysin III homolog,Function unknown,,Op1688
cg2862,purL,BX927147.1,,2723332.0,2725620.0,-,PHOSPHORIBOSYLFORMYLGLYCINAMIDINE SYNTHASE,Nucleotide transport and metabolism,,Op1689
cg2863,purQ,BX927147.1,,2725632.0,2726303.0,-,PHOSPHORIBOSYLFORMYL GLYCINAMIDINE SYNTHASE,Nucleotide transport and metabolism,,Op1689
cg2865,purS,BX927147.1,,2726300.0,2726545.0,-,PHOSPHORIBOSYLFORMYLGLYCINAMIDINE SYNTHASE COMPONENT,Nucleotide transport and metabolism,,Op1689
cg2867,gpx,BX927147.1,,2726633.0,2727112.0,-,GLUTATHIONE PEROXIDASE,"Post-translational modification, protein turnover, and chaperones",,Op1690
cg2868,nuc,BX927147.1,,2727300.0,2730050.0,+,Predicted extracellular nuclease,Cell motility,,Op1691
cg2869,cg2869,BX927147.1,,2730434.0,2731123.0,-,Predicted deacetylase,Function unknown,,Op1692
cg2870,dctA,BX927147.1,,2731168.0,2732508.0,-,Na+/H+-dicarboxylate symporter,"Intracellular trafficking, secretion, and vesicular transport",,Op1693
cg2873,ptrB,BX927147.1,,2732837.0,2734957.0,-,PROLYL OLIGOPEPTIDASE,Amino acid transport and metabolism,,Op1694
cg2874,purC,BX927147.1,,2735090.0,2735983.0,-,PHOSPHORIBOSYLAMINOIMIDAZOLE-SUCCINOCARBOXAMIDE SYNTHASE,Nucleotide transport and metabolism,,Op1695
cg2875,cg2875,BX927147.1,,2736301.0,2736417.0,-,hypothetical protein predicted by Glimmer,No COG annotation,,Op1696
cg2876,purB,BX927147.1,,2736810.0,2738240.0,-,ADENYLOSUCCINATE LYASE,Nucleotide transport and metabolism,,Op1695
cg2877,cg2877,BX927147.1,,2738284.0,2739435.0,-,AMINOTRANSFERASE CLASS I PROTEIN,Amino acid transport and metabolism,,Op1695
cg2878,purD,BX927147.1,,2739464.0,2740729.0,-,PHOSPHORIBOSYLAMINE-GLYCINE LIGASE,Nucleotide transport and metabolism,,Op1697
cg2880,cg2880,BX927147.1,,2740895.0,2741305.0,+,HIT family hydrolase,Nucleotide transport and metabolism,,Op1698
cg2883,cg2883,BX927147.1,,2741649.0,2742404.0,-,SAM-dependent methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",,Op1699
cg2884,cg2884,BX927147.1,,2742462.0,2743907.0,-,Dipeptide/tripeptide permease,Inorganic ion transport and metabolism,,Op1700
cg2885,bioA,BX927147.1,,2744023.0,2745294.0,+,ADENOSYLMETHIONINE-8-AMINO-7-OXONONANOATE AMINOTRANSFERASE,Coenzyme transport and metabolism,,Op1701
cg2886,bioD,BX927147.1,,2745298.0,2745972.0,+,DETHIOBIOTIN SYNTHETASE PROTEIN,Coenzyme transport and metabolism,,Op1701
cg2887,cgtS3,BX927147.1,,2745950.0,2747407.0,-,probable two component sensor kinase,Signal transduction mechanisms,,Op1702
cg2888,cgtR3,BX927147.1,,2747416.0,2748123.0,-,putative two component response regulator,Transcription,,Op1702
cg2889,cg2889,BX927147.1,,2748243.0,2748998.0,-,Bacterial regulatory proteins%2C MerR family,Transcription,,Op1703
cg2890,cg2890,BX927147.1,,2749046.0,2750077.0,-,PUTATIVE AMINO ACID PROCESSING ENZYME,Amino acid transport and metabolism,,Op1704
cg2891,poxB,BX927147.1,,2750074.0,2751813.0,-,PYRUVATE DEHYDROGENASE,Amino acid transport and metabolism,,Op1704
cg2893,cg2893,BX927147.1,,2752274.0,2753758.0,+,Permease of the major facilitator superfamily,Amino acid transport and metabolism,,Op1705
cg2894,cg2894,BX927147.1,,2753748.0,2754281.0,+,Bacterial regulatory protein%2C TetR family,Transcription,,Op1705
cg2895,cg2895,BX927147.1,,2754299.0,2755627.0,+,Permease of the major facilitator superfamily,Function unknown,,Op1705
cg2896,cg2896,BX927147.1,,2755646.0,2757790.0,-,putative secreted protein%2C hypothetical endoglucanase,Function unknown,,Op1706
cg2898,cg2898,BX927147.1,,2757962.0,2758912.0,-,PUTATIVE 3-KETOSTEROID DEHYDROGENASE,Energy production and conversion,,Op1707
cg2899,cg2899,BX927147.1,,2758957.0,2759664.0,-,Bacterial regulatory protein%2C LysR family,Transcription,,Op1707
cg2900,ddh,BX927147.1,,2760062.0,2761024.0,-,MESO-DIAMINOPIMELATE DEHYDROGENASE,Amino acid transport and metabolism,,Op1708
cg2901,cg2901,BX927147.1,,2761091.0,2761906.0,+,Putative poly(3-hydroxyalkanoate) depolymerase,"Secondary metabolites biosynthesis, transport, and catabolism",,Op1709
cg2902,cg2902,BX927147.1,,2761893.0,2762708.0,-,Predicted hydrolases of the HAD superfamily,Function unknown,,Op1710
cg2903,cg2903,BX927147.1,,2762783.0,2763214.0,-,hypothetical protein predicted by Glimmer,Function unknown,,Op1711
cg2904,cg2904,BX927147.1,,2763461.0,2763862.0,+,hypothetical protein predicted by Glimmer/Critica,Transcription,,Op1712
cg2905,thrE,BX927147.1,,2764291.0,2765760.0,+,THREONINE EXPORT CARRIER,Function unknown,,Op1713
cg2906,cg2906,BX927147.1,,2765840.0,2766169.0,+,conserved hypothetical protein,No COG annotation,,Op1714
cg2907,otsA,BX927147.1,,2766182.0,2767639.0,+,TREHALOSE-6-PHOSPHATE SYNTHASE,Carbohydrate transport and metabolism,,Op1714
cg2908,cg2908,BX927147.1,,2767636.0,2768124.0,+,putative membrane protein,"Post-translational modification, protein turnover, and chaperones",,Op1714
cg2909,otsB,BX927147.1,,2768179.0,2768949.0,+,TREHALOSE PHOSPHATASE,Carbohydrate transport and metabolism,,Op1714
cg2910,cg2910,BX927147.1,,2768982.0,2770064.0,-,Transcriptional regulator%2C LacI family,Transcription,,Op1715
cg2911,cg2911,BX927147.1,,2770174.0,2771118.0,+,ABC-type Mn/Zn transport system%2C secreted Mn/Zn-binding (lipo)protein (surface adhesin),Inorganic ion transport and metabolism,,Op1716
cg2912,cg2912,BX927147.1,,2771129.0,2771821.0,+,ABC-type cobalamin/Fe3+-siderophores transport system%2C ATPase component,Inorganic ion transport and metabolism,,Op1716
cg2913,cg2913,BX927147.1,,2771822.0,2772703.0,+,ABC-type Mn2+/Zn2+ transport system%2C permease component,Inorganic ion transport and metabolism,,Op1716
cg2915,cg2915,BX927147.1,,2774422.0,2774625.0,+,hypothetical protein,No COG annotation,,Op1717
cg2916,ksdD,BX927147.1,,2774864.0,2776555.0,-,3-KETOSTEROID-1-DEHYDROGENASE,Energy production and conversion,,Op1718
cg2917,cg2917,BX927147.1,,2776556.0,2777305.0,-,conserved hypothetical protein,"Replication, recombination and repair",,Op1718
cg2918,cg2918,BX927147.1,,2777380.0,2778000.0,-,Predicted dehydrogenase or related protein,Function unknown,,Op1719
cg2919,cg2919,BX927147.1,,2777982.0,2778419.0,-,putative oxidoreductase,Function unknown,,Op1719
cg2920,cg2920,BX927147.1,,2778419.0,2779276.0,-,Permease of the major facilitator superfamily,Amino acid transport and metabolism,,Op1720
cg2921,cg2921,BX927147.1,,2779322.0,2779750.0,-,Permease of the major facilitator superfamily,Amino acid transport and metabolism,,Op1721
cg2922,cg2922,BX927147.1,,2779905.0,2780561.0,-,Bacterial regulatory proteins%2C IclR family,Transcription,,Op1722
cg2923,cg2923,BX927147.1,,2780732.0,2781673.0,-,PUTATIVE RRNA METHYLTRANSFERASE TRMH FAMILY,"Translation, ribosomal structure and biogenesis",,Op1723
cg2924,cysS,BX927147.1,,2781705.0,2783087.0,-,CYSTEINE TRNA SYNTHETASE,"Translation, ribosomal structure and biogenesis",,Op1723
cg2925,ptsS,BX927147.1,,2783130.0,2785115.0,-,ENZYME II SUCROSE PROTEIN,Carbohydrate transport and metabolism,,Op1724
cg2927,scrB,BX927147.1,,2785266.0,2786567.0,-,PUTATIVE SUCROSE-6-PHOSPHATE HYDROLASE,Carbohydrate transport and metabolism,,Op1725
cg2928,nagB,BX927147.1,,2786585.0,2787346.0,-,N-ACETYLGLUCOSAMINE-6-PHOSPHATE ISOMERASE,Carbohydrate transport and metabolism,,Op1725
cg2929,nagA1,BX927147.1,,2787387.0,2788553.0,-,PROBABLE N-ACETYLGLUCOSAMINE-6-PHOSPHATE DEACETYLASE,Carbohydrate transport and metabolism,,Op1725
cg2931,nanA,BX927147.1,,2788767.0,2789705.0,+,N-ACETYLNEURAMINATE LYASE (ALDOLASE),Amino acid transport and metabolism,,Op1726
cg2932,cg2932,BX927147.1,,2789718.0,2790629.0,+,Transcriptional regulator ROK family%2C putative sugar kinase,Carbohydrate transport and metabolism,,Op1726
cg2933,nanE,BX927147.1,,2790672.0,2791370.0,+,N-ACETYLMANNOSAMINE-6-PHOSPHATE 2-EPIMERASE / N-AC,Carbohydrate transport and metabolism,,Op1727
cg2935,nanP,BX927147.1,,2791656.0,2792873.0,-,NEURAMINIDASE NANP,Carbohydrate transport and metabolism,,Op1728
cg2936,cg2936,BX927147.1,,2792863.0,2793585.0,-,Bacterial regulatory proteins%2C GntR family,Transcription,,Op1728
cg2937,cg2937,BX927147.1,,2793893.0,2795503.0,+,ABC-type dipeptide/oligopeptide/nickel transport system%2C secreted component,Amino acid transport and metabolism,,Op1729
cg2938,cg2938,BX927147.1,,2795684.0,2796649.0,+,ABC-type dipeptide/oligopeptide/nickel transport system%2C permease component,Inorganic ion transport and metabolism,,Op1730
cg2939,cg2939,BX927147.1,,2796650.0,2798653.0,+,ABC-type dipeptide/oligopeptide/nickel transport system%2C fused permease and ATPase components,Inorganic ion transport and metabolism,,Op1730
cg2940,cg2940,BX927147.1,,2798650.0,2799468.0,+,ATPase components of ABC-type transport system%2C contain duplicated ATPase domains,Amino acid transport and metabolism,,Op1730
cg2941,cg2941,BX927147.1,,2799521.0,2800144.0,-,LysE type translocator,Amino acid transport and metabolism,,Op1731
cg2942,cg2942,BX927147.1,,2800216.0,2800716.0,+,Bacterial regulatory proteins%2C AsnC family,Transcription,,Op1732
cg2943,cg2943,BX927147.1,,2800764.0,2801126.0,-,putative membrane protein,No COG annotation,,Op1733
cg2944,ispF,BX927147.1,,2801210.0,2801692.0,-,2-C-METHYL-D-ERYTHRITOL 4-PHOSPHATE CYTIDYLYLTRANSFERASE,Lipid transport and metabolism,,Op1734
cg2945,ispD,BX927147.1,,2801685.0,2802455.0,-,2-C-METHYL-D-ERYTHRITOL 4-PHOSPHATE CYTIDYLYLTRANS,Lipid transport and metabolism,,Op1734
cg2946,cg2946,BX927147.1,,2802462.0,2803058.0,-,CarD-like transcriptional regulator,Transcription,,Op1734
cg2947,cgtR5,BX927147.1,,2803366.0,2804091.0,+,putative two component response regulator,Transcription,,Op1735
cg2948,cgtS5,BX927147.1,,2804088.0,2805206.0,+,probable two component sensor kinase,Signal transduction mechanisms,,Op1735
cg2949,cg2949,BX927147.1,,2805409.0,2805978.0,+,putative secreted protein,Function unknown,,Op1736
cg2950,radA,BX927147.1,,2806099.0,2807493.0,+,PROBABLE ATP-DEPENDENT PROTEASE%2C DNA REPAIR (ATP-B,"Post-translational modification, protein turnover, and chaperones",,Op1737
cg2951,cg2951,BX927147.1,,2807497.0,2808597.0,+,Predicted nucleic-acid-binding protein (contains the HHH domain),"Replication, recombination and repair",,Op1737
cg2952,cg2952,BX927147.1,,2808589.0,2809278.0,-,putative secreted protein,No COG annotation,,Op1738
cg2953,xylC,BX927147.1,,2809354.0,2810844.0,-,BENZALDEHYDE DEHYDROGENASE,Energy production and conversion,,Op1739
cg2954,cynT,BX927147.1,,2811262.0,2811885.0,-,CARBONIC ANHYDRASE,Inorganic ion transport and metabolism,,Op1740
cg2955,mutY,BX927147.1,,2811952.0,2812833.0,+,A/G-SPECIFIC ADENINE GLYCOSYLASE,"Replication, recombination and repair",,Op1741
cg2956,cg2956,BX927147.1,,2812871.0,2814028.0,+,putative secreted protein,No COG annotation,,Op1741
cg2957,cg2957,BX927147.1,,2814064.0,2814249.0,-,conserved hypothetical protein,Function unknown,,Op1742
cg2958,butA,BX927147.1,,2814384.0,2815160.0,+,L-2%2C3-butanediol dehydrogenase/acetoin reductase,Lipid transport and metabolism,,Op1743
cg2959,cg2959,BX927147.1,,2815439.0,2815765.0,+,putative secreted protein,No COG annotation,,Op1744
cg2960,cg2960,BX927147.1,,2815802.0,2816545.0,+,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1745
cg2962,cg2962,BX927147.1,,2816737.0,2817030.0,-,Uncharacterized enzyme involved in biosynthesis of extracellular polysaccharides,Function unknown,,Op1746
cg2963,clpC,BX927147.1,,2817471.0,2820248.0,-,PROBABLE ATP-DEPENDENT PROTEASE (HEAT SHOCK PROTEIN),"Post-translational modification, protein turnover, and chaperones",,Op1747
cg2964,guaB1,BX927147.1,,2820537.0,2821970.0,+,INOSITOL-MONOPHOSPHATE DEHYDROGENASE,Nucleotide transport and metabolism,,Op1748
cg2965,cg2965,BX927147.1,,2822077.0,2823090.0,+,AraC-type transcriptional regulator,Transcription,,Op1749
cg2966,cg2966,BX927147.1,,2823243.0,2825126.0,+,2-polyprenyl-6-methoxyphenol hydroxylase or related FAD-dependent oxidoreductase,Energy production and conversion,,Op1750
cg2968,cg2968,BX927147.1,,2825325.0,2827043.0,+,conserved hypothetical protein,No COG annotation,,Op1751
cg2969,cg2969,BX927147.1,,2827131.0,2829020.0,+,similar to Acyl-CoA synthetases (AMP-forming)/AMP-acid ligases,No COG annotation,,Op1751
cg2970,cg2970,BX927147.1,,2829103.0,2830827.0,+,conserved hypothetical protein,No COG annotation,,Op1752
cg2971,lmrB,BX927147.1,,2830918.0,2832363.0,-,LINCOMYCIN RESISTANCE PROTEIN LMRB,Amino acid transport and metabolism,,Op1753
cg2973,cg2973,BX927147.1,,2832500.0,2833453.0,-,conserved hypothetical protein,Transcription,,Op1754
cg2974,lysS,BX927147.1,,2833810.0,2835390.0,-,LYSYL-TRNA SYNTHETASE,"Translation, ribosomal structure and biogenesis",,Op1755
cg2975,panC2,BX927147.1,,2835437.0,2836237.0,-,SIMILAR TO PANTOTHENATE SYNTHETASE,Coenzyme transport and metabolism,,Op1756
cg2976,cg2976,BX927147.1,,2836234.0,2836929.0,-,conserved hypothetical protein,Function unknown,,Op1756
cg2977,cg2977,BX927147.1,,2836929.0,2837678.0,-,putative membrane protein,No COG annotation,,Op1756
cg2978,cg2978,BX927147.1,,2837689.0,2838165.0,-,putative membrane protein,Function unknown,,Op1756
cg2979,folK,BX927147.1,,2838172.0,2838651.0,-,7%2C 8-DIHYDRO-6-HYDROXYMETHYLPTERIN-PYROPHOSPHOKINASE,Coenzyme transport and metabolism,,Op1756
cg2981,folX,BX927147.1,,2838651.0,2839043.0,-,DIHYDRONEOPTERIN ALDOLASE,Coenzyme transport and metabolism,,Op1756
cg2982,folP1,BX927147.1,,2839036.0,2839890.0,-,DIHYDROPTEROATE SYNTHASE,Coenzyme transport and metabolism,,Op1756
cg2983,folE,BX927147.1,,2839891.0,2840496.0,-,GTP CYCLOHYDROLASE,Coenzyme transport and metabolism,,Op1756
cg2984,ftsH,BX927147.1,,2840474.0,2843035.0,-,CELL-DIVISION PROTEIN (ATP-DEPENDENT ZN METALLOPEPTIDASE),"Post-translational modification, protein turnover, and chaperones",,Op1757
cg2985,hpt,BX927147.1,,2843168.0,2843770.0,-,HYPOXANTHINE PHOSPHORIBOSYLTRANSFERASE,Nucleotide transport and metabolism,,Op1758
cg2986,mesJ,BX927147.1,,2843804.0,2844748.0,-,ATPase of the PP-loop superfamily implicated in cell cycle control,"Translation, ribosomal structure and biogenesis",,Op1759
cg2987,dacB,BX927147.1,,2844750.0,2846033.0,-,PENICILLIN-BINDING PROTEIN%2C D-ALA-D-ALA CARBOXYPEPTIDASE,Cell wall/membrane/envelope biogenesis,,Op1759
cg2988,ppa,BX927147.1,,2846234.0,2846710.0,+,INORGANIC PYROPHOSPHATASE,Energy production and conversion,,Op1760
cg2990,speE,BX927147.1,,2847210.0,2848751.0,-,PUTATIVE SPERMIDINE SYNTHASE TRANSMEMBRANE PROTEIN,Function unknown,,Op1761
cg2991,cg2991,BX927147.1,,2848739.0,2849164.0,-,putative membrane protein,Function unknown,,Op1761
cg2992,cg2992,BX927147.1,,2849175.0,2849588.0,-,putative secreted protein,Function unknown,,Op1761
cg2993,cg2993,BX927147.1,,2849585.0,2850085.0,-,conserved hypothetical protein,Function unknown,,Op1761
cg2994,cg2994,BX927147.1,,2850082.0,2850693.0,-,putative secreted or membrane protein,Function unknown,,Op1761
cg2996,'ptsX',BX927147.1,,2850760.0,2851011.0,-,Phosphotransferase system IIC components-fragment,Carbohydrate transport and metabolism,,Op1762
cg2995,'ptsX',BX927147.1,,2850900.0,2851166.0,-,PTS SYSTEM ENZYME II-fragment,No COG annotation,,Op1763
cg2999,cg2999,BX927147.1,,2851783.0,2853018.0,-,PUTATIVE FERREDOXIN REDUCTASE,Function unknown,,Op1764
cg3000,cg3000,BX927147.1,,2853273.0,2853563.0,+,Rhodanese-related sulfurtransferase,Inorganic ion transport and metabolism,,Op1765
cg3001,cg3001,BX927147.1,,2853852.0,2854298.0,+,CAF20733.1,Transcription,,Op1766
cg3003,cps,BX927147.1,,2854306.0,2858193.0,+,NON-RIBOSOMAL PEPTIDE SYNTHETASE,"Secondary metabolites biosynthesis, transport, and catabolism",,Op1766
cg3004,gabD1,BX927147.1,,2858240.0,2859805.0,-,PROBABLE SUCCINATE-SEMIALDEHYDE DEHYDROGENASE OXIDOREDUCTASE,Energy production and conversion,,Op1767
cg3007,pvdS2,BX927147.1,,2860221.0,2861120.0,-,RNA POLYMERASE SIGMA FACTOR%2C PUTATIVE,Function unknown,,Op573
cg3008,porA,BX927147.1,,2861249.0,2861386.0,-,PORIN,No COG annotation,,Op1768
cg3009,cg3009,BX927147.1,,2861470.0,2861643.0,-,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1769
